nThread;timeInt;user;real;sys;pCPU
16;0.005206;0.018;0.017;0.000;103.19
16;0.004939;0.000;0.017;0.015;94.47
16;0.004436;0.015;0.015;0.000;99.17
16;0.004394;0.000;0.018;0.018;102.44
16;0.004729;0.000;0.013;0.014;108.63
16;0.004274;0.000;0.013;0.013;101.82
16;0.005118;0.000;0.015;0.014;100.26
16;0.004290;0.007;0.013;0.006;102.81
16;0.004044;0.000;0.016;0.014;88.04
16;0.004481;0.000;0.013;0.014;106.98
16;0.004015;0.000;0.014;0.014;106.96
16;0.004237;0.000;0.016;0.017;106.39
16;0.004412;0.000;0.014;0.014;102.94
16;0.003976;0.014;0.013;0.000;107.21
16;0.004185;0.019;0.017;0.000;109.96
16;0.003872;0.013;0.013;0.000;98.42
16;0.004546;0.000;0.015;0.015;103.54
16;0.004673;0.015;0.016;0.000;98.47
16;0.004948;0.000;0.017;0.016;94.72
16;0.004931;0.000;0.014;0.014;99.32
16;0.004166;0.000;0.015;0.015;106.06
16;0.004757;0.000;0.015;0.014;99.51
16;0.005461;0.001;0.019;0.018;101.12
16;0.005279;0.016;0.016;0.000;104.70
16;0.004593;0.000;0.015;0.014;98.55
16;0.004333;0.000;0.013;0.013;101.75
16;0.005314;0.000;0.016;0.017;107.65
16;0.004859;0.001;0.016;0.023;148.99
16;0.004405;0.001;0.016;0.019;129.40
16;0.004691;0.015;0.016;0.000;90.17
16;0.005888;0.007;0.018;0.012;103.21
16;0.004823;0.015;0.015;0.000;101.45
16;0.004051;0.007;0.014;0.006;91.70
16;0.004456;0.001;0.017;0.014;89.04
16;0.004637;0.015;0.015;0.000;97.92
16;0.005430;0.000;0.015;0.016;108.77
16;0.004471;0.000;0.016;0.014;91.39
16;0.004317;0.001;0.014;0.013;92.57
16;0.005692;0.001;0.019;0.020;111.56
16;0.004440;0.000;0.014;0.013;96.94
16;0.004690;0.001;0.015;0.014;96.66
16;0.005752;0.017;0.017;0.000;98.18
16;0.004978;0.000;0.015;0.016;104.63
16;0.004690;0.000;0.014;0.014;99.30
16;0.004370;0.000;0.015;0.013;92.88
16;0.005289;0.000;0.016;0.016;104.35
16;0.005145;0.017;0.016;0.000;103.46
16;0.004533;0.000;0.015;0.015;107.52
16;0.004123;0.014;0.015;0.000;92.51
16;0.004709;0.008;0.016;0.007;91.07
16;0.005800;0.001;0.017;0.017;103.89
16;0.005356;0.017;0.018;0.000;96.32
16;0.004482;0.001;0.016;0.014;90.21
16;0.004432;0.014;0.016;0.000;84.64
16;0.005819;0.010;0.017;0.010;118.86
16;0.005357;0.000;0.016;0.017;108.06
16;0.004407;0.000;0.014;0.014;99.41
16;0.004769;0.000;0.016;0.014;90.08
16;0.005547;0.001;0.019;0.024;132.71
16;0.005438;0.000;0.016;0.017;104.26
16;0.004543;0.014;0.014;0.000;102.12
16;0.004973;0.000;0.017;0.015;92.44
16;0.005863;0.000;0.018;0.018;102.04
16;0.004731;0.016;0.016;0.000;99.22
16;0.005116;0.000;0.016;0.015;100.86
