nThread;timeInt;user;real;sys;pCPU
0;0.000779;0.004;0.010;0.000;40.11
0;0.000909;0.004;0.009;0.000;45.24
0;0.000749;0.000;0.009;0.004;41.58
0;0.000778;0.004;0.009;0.000;42.82
0;0.000778;0.003;0.007;0.000;48.22
0;0.000759;0.003;0.008;0.000;43.52
0;0.000772;0.005;0.011;0.000;40.91
0;0.000738;0.000;0.007;0.003;45.06
0;0.000776;0.004;0.009;0.000;43.93
0;0.000805;0.004;0.008;0.000;50.92
0;0.000745;0.000;0.011;0.003;32.72
0;0.000762;0.003;0.007;0.000;45.86
0;0.000808;0.004;0.008;0.000;48.79
0;0.000695;0.004;0.008;0.000;46.10
0;0.000747;0.003;0.007;0.000;45.84
0;0.000809;0.004;0.010;0.000;39.79
0;0.000734;0.004;0.008;0.000;47.25
0;0.000737;0.003;0.009;0.000;38.24
0;0.000734;0.004;0.008;0.000;44.66
0;0.000866;0.000;0.010;0.004;42.68
0;0.000752;0.004;0.008;0.000;45.77
0;0.000804;0.004;0.008;0.000;46.68
0;0.000761;0.004;0.009;0.000;40.36
0;0.000793;0.004;0.009;0.000;49.20
0;0.000785;0.004;0.009;0.000;43.46
0;0.000783;0.003;0.007;0.000;47.50
0;0.000815;0.000;0.008;0.004;47.15
0;0.000757;0.003;0.006;0.000;45.91
0;0.000748;0.004;0.007;0.000;48.02
0;0.000699;0.000;0.007;0.003;48.01
0;0.000772;0.003;0.007;0.000;47.16
0;0.000864;0.005;0.011;0.000;43.31
0;0.000944;0.000;0.009;0.004;44.47
0;0.000743;0.003;0.007;0.000;43.23
0;0.000768;0.003;0.007;0.000;46.53
0;0.000780;0.003;0.007;0.000;47.08
0;0.000740;0.003;0.007;0.000;44.32
0;0.000701;0.000;0.009;0.003;42.14
0;0.000807;0.004;0.008;0.000;45.78
0;0.000706;0.003;0.007;0.000;45.07
0;0.000957;0.004;0.008;0.000;46.90
0;0.000724;0.000;0.007;0.003;45.53
0;0.000840;0.003;0.007;0.000;45.03
0;0.000750;0.000;0.010;0.004;41.31
0;0.000785;0.004;0.007;0.000;47.36
0;0.000793;0.003;0.008;0.000;42.53
0;0.000813;0.003;0.007;0.000;47.66
0;0.000779;0.003;0.008;0.000;41.13
0;0.000787;0.000;0.008;0.003;42.45
0;0.000755;0.003;0.007;0.000;50.44
0;0.000790;0.004;0.008;0.000;45.30
0;0.000769;0.003;0.008;0.000;42.90
0;0.000905;0.005;0.010;0.000;47.44
0;0.000748;0.004;0.009;0.000;42.20
0;0.000861;0.004;0.008;0.000;47.61
0;0.000818;0.005;0.009;0.000;51.07
0;0.000990;0.004;0.008;0.000;47.20
0;0.000766;0.004;0.011;0.000;35.84
0;0.000722;0.003;0.008;0.000;46.07
0;0.000740;0.004;0.009;0.000;41.49
0;0.000682;0.004;0.009;0.000;42.59
0;0.000741;0.005;0.011;0.000;44.41
0;0.000731;0.004;0.008;0.000;45.36
0;0.000991;0.005;0.010;0.000;47.75
0;0.000773;0.003;0.007;0.000;45.57
0;0.000745;0.005;0.011;0.000;40.86
0;0.000753;0.003;0.008;0.000;44.29
0;0.000731;0.004;0.009;0.000;41.85
0;0.000720;0.004;0.009;0.000;45.15
0;0.000761;0.004;0.009;0.000;41.45
0;0.000784;0.004;0.009;0.000;42.41
0;0.000845;0.004;0.008;0.000;49.53
0;0.000816;0.004;0.009;0.000;45.98
0;0.000754;0.003;0.006;0.000;50.23
0;0.000729;0.004;0.009;0.000;44.41
0;0.000709;0.003;0.008;0.000;43.56
0;0.000741;0.004;0.008;0.000;47.27
0;0.000726;0.004;0.008;0.000;44.67
0;0.000913;0.004;0.009;0.000;45.56
0;0.000876;0.004;0.010;0.000;41.53
0;0.000749;0.004;0.008;0.000;47.10
0;0.000818;0.000;0.009;0.003;41.50
0;0.000874;0.004;0.008;0.000;44.58
0;0.000749;0.003;0.008;0.000;44.09
0;0.000764;0.000;0.007;0.003;45.36
0;0.001018;0.005;0.012;0.000;41.75
0;0.000818;0.004;0.008;0.000;44.85
0;0.000752;0.004;0.009;0.000;43.69
0;0.000764;0.003;0.007;0.000;45.70
0;0.000684;0.000;0.007;0.003;46.29
0;0.000748;0.004;0.009;0.000;41.91
0;0.000738;0.003;0.007;0.000;48.92
0;0.000757;0.004;0.008;0.000;44.38
0;0.000736;0.003;0.008;0.000;43.04
0;0.000752;0.004;0.008;0.000;45.15
0;0.000777;0.004;0.010;0.000;38.29
0;0.000857;0.004;0.009;0.000;43.96
0;0.000757;0.004;0.010;0.000;37.77
0;0.000913;0.003;0.008;0.000;43.93
0;0.000873;0.004;0.010;0.000;38.70
0;0.000753;0.003;0.007;0.000;45.21
0;0.000766;0.004;0.009;0.000;41.37
0;0.000713;0.003;0.007;0.000;46.41
0;0.000794;0.004;0.009;0.000;45.77
0;0.000716;0.004;0.011;0.000;41.16
0;0.000773;0.004;0.009;0.000;44.01
0;0.000792;0.003;0.007;0.000;46.84
0;0.000738;0.003;0.007;0.000;46.60
0;0.000824;0.004;0.008;0.000;47.29
0;0.000735;0.003;0.007;0.000;44.01
0;0.000769;0.000;0.012;0.003;31.75
0;0.000708;0.003;0.007;0.000;46.61
0;0.000756;0.003;0.007;0.000;51.85
0;0.000778;0.003;0.007;0.000;48.28
0;0.000771;0.004;0.008;0.000;45.86
0;0.000770;0.004;0.008;0.000;46.70
0;0.000791;0.003;0.007;0.000;50.30
