| Version  | Threads |       TimeInt        |         User        |         Sys          |         Real        |      Speedup       |      Efficiency     |
|  Serial  |    1    | 0.046653267857142855 | 0.12400735294117646 | 0.010031578947368421 |  0.1376024844720497 |        1.0         |         1.0         |
| Parallel |    1    | 0.045347255555555556 | 0.12104477611940298 | 0.010139534883720928 | 0.13393827160493826 | 1.0288002501052635 |  1.0288002501052635 |
| Parallel |    2    | 0.03676694475138122  | 0.12356692913385824 | 0.010011363636363634 | 0.12562777777777778 | 1.2688916137202355 |  0.6344458068601178 |
| Parallel |    4    | 0.03763876397515528  | 0.14618248175182483 | 0.011269999999999997 | 0.13149358974358977 | 1.2395005289742749 |  0.3098751322435687 |
| Parallel |    8    | 0.03584236842105263  | 0.17514765100671142 | 0.012983050847457621 | 0.13410526315789473 | 1.301623467207604  |  0.1627029334009505 |
| Parallel |    16   |     0.037911875      | 0.15724822695035462 | 0.014672413793103446 | 0.12890123456790126 | 1.2305713673392007 | 0.07691071045870004 |
