nThread;timeInt;user;real;sys;pCPU
4;0.000346;0.000;0.010;0.004;41.42
4;0.000357;0.004;0.008;0.000;42.45
4;0.000832;0.005;0.011;0.000;48.35
4;0.000351;0.000;0.009;0.004;43.07
4;0.000462;0.005;0.011;0.000;43.54
4;0.000341;0.000;0.008;0.003;42.38
4;0.000423;0.000;0.010;0.004;42.81
4;0.000366;0.000;0.009;0.003;42.91
4;0.000412;0.004;0.010;0.000;42.10
4;0.000444;0.004;0.009;0.000;45.24
4;0.000340;0.004;0.009;0.000;44.43
4;0.000479;0.005;0.010;0.000;44.79
4;0.000426;0.004;0.010;0.000;46.39
4;0.000412;0.003;0.013;0.002;42.70
4;0.000370;0.004;0.010;0.000;36.61
4;0.000605;0.005;0.010;0.000;48.58
4;0.000364;0.002;0.008;0.002;43.47
4;0.000501;0.005;0.013;0.000;41.12
4;0.000381;0.004;0.010;0.000;39.79
4;0.000391;0.004;0.011;0.000;39.45
4;0.000424;0.000;0.009;0.004;43.28
4;0.000384;0.004;0.009;0.000;43.45
4;0.000486;0.005;0.011;0.000;43.25
4;0.000391;0.004;0.010;0.000;40.38
4;0.000747;0.005;0.011;0.000;44.48
4;0.000468;0.004;0.010;0.000;43.98
4;0.000368;0.004;0.011;0.000;41.05
4;0.000477;0.004;0.010;0.000;46.65
4;0.000363;0.005;0.011;0.000;41.76
4;0.000358;0.004;0.010;0.000;43.64
4;0.000401;0.000;0.009;0.003;43.72
4;0.000376;0.005;0.013;0.000;42.26
4;0.000368;0.004;0.009;0.000;41.27
4;0.000331;0.004;0.009;0.000;39.29
4;0.000451;0.004;0.010;0.000;44.58
4;0.000348;0.004;0.009;0.000;44.14
4;0.000371;0.004;0.011;0.000;39.40
4;0.000508;0.003;0.009;0.002;56.65
4;0.000362;0.004;0.012;0.000;35.21
4;0.000413;0.005;0.009;0.000;52.35
4;0.000353;0.003;0.009;0.000;40.37
4;0.000426;0.004;0.010;0.000;40.33
4;0.000350;0.004;0.009;0.000;39.23
4;0.000440;0.004;0.010;0.000;43.76
