nThread;timeInt;user;real;sys;pCPU
2;0.006625;0.018;0.029;0.009;91.12
2;0.006057;0.026;0.031;0.000;85.32
2;0.005487;0.025;0.029;0.000;86.64
2;0.005054;0.024;0.026;0.000;90.84
2;0.005071;0.025;0.029;0.000;86.87
2;0.005135;0.024;0.028;0.000;86.14
2;0.004982;0.024;0.028;0.000;85.66
2;0.005192;0.024;0.029;0.000;85.43
2;0.005293;0.025;0.029;0.000;87.78
2;0.005943;0.012;0.030;0.012;80.52
2;0.004854;0.023;0.027;0.000;86.99
2;0.005414;0.024;0.027;0.000;89.11
2;0.004985;0.023;0.025;0.000;92.12
2;0.005210;0.024;0.026;0.000;90.47
2;0.005191;0.012;0.026;0.011;90.56
2;0.005930;0.025;0.029;0.000;86.83
2;0.006278;0.026;0.029;0.000;90.02
2;0.005670;0.012;0.027;0.012;92.02
2;0.004790;0.023;0.026;0.000;89.48
2;0.004905;0.023;0.026;0.000;90.82
2;0.004995;0.023;0.026;0.000;89.72
2;0.006445;0.009;0.028;0.017;94.91
2;0.006101;0.027;0.028;0.000;94.49
2;0.005206;0.024;0.027;0.000;90.41
2;0.006482;0.026;0.028;0.000;90.61
2;0.005481;0.025;0.028;0.000;91.45
2;0.005266;0.012;0.026;0.012;91.70
2;0.004953;0.012;0.026;0.011;88.61
2;0.005227;0.023;0.026;0.000;87.66
2;0.004891;0.017;0.026;0.006;88.89
2;0.006108;0.026;0.028;0.000;95.25
2;0.006016;0.013;0.027;0.012;91.35
2;0.004811;0.012;0.026;0.011;89.53
2;0.005726;0.026;0.029;0.000;89.94
2;0.005545;0.024;0.026;0.000;91.07
2;0.005095;0.023;0.027;0.000;86.59
2;0.005040;0.023;0.025;0.000;91.75
2;0.006070;0.025;0.027;0.000;94.78
2;0.004905;0.023;0.026;0.000;88.10
2;0.005050;0.025;0.028;0.000;89.45
2;0.005460;0.024;0.029;0.000;83.59
2;0.008708;0.029;0.030;0.000;100.40
2;0.005479;0.024;0.027;0.000;87.17
2;0.005275;0.012;0.028;0.012;88.08
2;0.006155;0.025;0.029;0.000;89.34
2;0.004937;0.012;0.027;0.012;90.32
2;0.004855;0.023;0.026;0.000;89.09
2;0.004902;0.023;0.027;0.000;86.03
2;0.004915;0.024;0.026;0.000;90.78
2;0.005094;0.013;0.028;0.012;88.03
2;0.005818;0.024;0.028;0.000;87.85
2;0.005760;0.019;0.027;0.006;92.29
2;0.006048;0.017;0.026;0.008;97.51
2;0.005357;0.017;0.025;0.006;94.61
2;0.005360;0.024;0.028;0.000;86.62
2;0.005733;0.025;0.027;0.000;91.69
2;0.004925;0.024;0.027;0.000;89.38
2;0.004721;0.011;0.025;0.011;89.22
2;0.004861;0.023;0.027;0.000;86.77
2;0.004824;0.015;0.026;0.007;86.60
2;0.005069;0.024;0.026;0.000;88.78
2;0.004975;0.023;0.026;0.000;89.09
2;0.005797;0.024;0.026;0.000;95.66
2;0.006686;0.026;0.028;0.000;91.54
2;0.004849;0.024;0.028;0.000;85.79
2;0.005709;0.025;0.027;0.000;90.55
2;0.005041;0.023;0.027;0.000;87.52
2;0.005737;0.000;0.028;0.025;91.22
2;0.005215;0.023;0.026;0.000;87.40
2;0.004831;0.023;0.027;0.000;86.73
2;0.004817;0.023;0.027;0.000;85.66
2;0.005203;0.012;0.027;0.012;86.38
2;0.005401;0.024;0.026;0.000;90.48
2;0.004956;0.023;0.026;0.000;88.87
2;0.005642;0.024;0.027;0.000;89.07
2;0.006060;0.025;0.027;0.000;93.17
2;0.004850;0.012;0.026;0.011;90.86
2;0.005222;0.024;0.028;0.000;84.70
2;0.005060;0.016;0.026;0.008;89.22
2;0.005763;0.025;0.027;0.000;92.22
2;0.005315;0.012;0.027;0.012;88.80
2;0.005379;0.024;0.026;0.000;91.17
2;0.005207;0.023;0.026;0.000;88.19
2;0.004859;0.023;0.027;0.000;85.35
2;0.004859;0.016;0.027;0.008;89.26
2;0.005891;0.024;0.026;0.000;92.26
2;0.004847;0.000;0.030;0.026;86.33
2;0.004965;0.023;0.029;0.000;78.67
2;0.005046;0.023;0.026;0.000;90.98
2;0.005800;0.017;0.027;0.008;92.08
2;0.005633;0.012;0.027;0.012;88.64
2;0.004632;0.022;0.025;0.000;87.28
2;0.004801;0.023;0.027;0.000;84.07
2;0.005475;0.024;0.027;0.000;89.26
2;0.004856;0.023;0.027;0.000;85.64
2;0.006273;0.027;0.028;0.000;93.05
2;0.005450;0.012;0.028;0.012;87.83
2;0.006253;0.018;0.030;0.009;88.34
2;0.005490;0.025;0.028;0.000;87.33
2;0.005091;0.023;0.025;0.000;93.89
2;0.005289;0.023;0.027;0.000;86.56
2;0.005148;0.023;0.027;0.000;87.87
2;0.005198;0.024;0.027;0.000;87.52
2;0.004918;0.023;0.026;0.000;89.23
2;0.005681;0.012;0.027;0.012;88.98
2;0.004832;0.023;0.027;0.000;88.23
2;0.004900;0.024;0.027;0.000;88.02
2;0.004952;0.023;0.027;0.000;86.00
2;0.005652;0.025;0.026;0.000;93.95
2;0.005038;0.024;0.026;0.000;90.85
2;0.005321;0.012;0.027;0.012;88.54
2;0.004862;0.022;0.025;0.000;89.02
2;0.004809;0.015;0.026;0.008;86.79
2;0.007850;0.013;0.029;0.013;89.06
2;0.005275;0.024;0.028;0.000;86.13
2;0.005407;0.018;0.027;0.006;90.28
2;0.004918;0.023;0.026;0.000;88.58
2;0.006584;0.017;0.050;0.017;68.45
2;0.005053;0.024;0.027;0.000;88.09
2;0.004805;0.024;0.025;0.000;92.33
2;0.005409;0.016;0.026;0.008;92.32
2;0.005055;0.012;0.026;0.012;92.08
2;0.005023;0.024;0.027;0.000;91.43
2;0.005476;0.024;0.027;0.000;90.75
2;0.004922;0.023;0.027;0.000;85.34
2;0.006224;0.014;0.033;0.013;80.20
2;0.005312;0.024;0.027;0.000;88.38
2;0.005055;0.024;0.026;0.000;89.40
2;0.006628;0.026;0.027;0.000;93.73
2;0.005987;0.012;0.027;0.012;89.09
2;0.005632;0.024;0.028;0.000;87.44
2;0.004905;0.023;0.024;0.000;92.69
2;0.005025;0.023;0.028;0.001;85.75
2;0.005494;0.025;0.028;0.000;88.67
2;0.004881;0.024;0.027;0.000;88.79
2;0.004797;0.012;0.026;0.011;87.27
2;0.005697;0.016;0.027;0.008;88.94
2;0.005268;0.023;0.026;0.001;90.41
2;0.005098;0.024;0.027;0.000;90.28
2;0.004665;0.022;0.026;0.000;85.83
2;0.004857;0.023;0.027;0.000;84.95
2;0.004988;0.023;0.027;0.000;84.31
2;0.004809;0.023;0.027;0.000;85.56
2;0.004906;0.015;0.025;0.007;86.90
2;0.006004;0.013;0.028;0.012;88.06
2;0.004970;0.023;0.028;0.000;84.16
2;0.004883;0.023;0.027;0.000;86.17
2;0.004736;0.023;0.027;0.000;84.07
2;0.004814;0.023;0.027;0.000;86.02
2;0.004776;0.012;0.027;0.011;87.21
2;0.005552;0.024;0.028;0.000;86.37
2;0.004931;0.023;0.027;0.000;86.79
2;0.006493;0.027;0.029;0.000;92.94
2;0.005026;0.025;0.028;0.000;89.94
2;0.005039;0.012;0.027;0.012;88.21
2;0.006375;0.026;0.029;0.000;91.68
2;0.005812;0.026;0.029;0.000;87.21
2;0.005761;0.017;0.028;0.008;89.08
2;0.004687;0.023;0.026;0.000;90.43
2;0.004859;0.024;0.027;0.000;86.47
2;0.004995;0.015;0.027;0.007;85.38
2;0.004861;0.012;0.028;0.011;84.54
2;0.005687;0.025;0.026;0.000;94.19
2;0.005902;0.028;0.031;0.000;89.42
2;0.005750;0.025;0.028;0.000;88.22
2;0.005382;0.024;0.026;0.000;91.34
2;0.004858;0.011;0.027;0.012;85.60
2;0.005318;0.023;0.027;0.000;85.20
2;0.004990;0.024;0.028;0.000;85.68
2;0.005419;0.023;0.027;0.000;87.91
2;0.004878;0.012;0.027;0.011;85.79
2;0.005490;0.024;0.028;0.000;84.38
2;0.004990;0.012;0.026;0.012;89.32
2;0.005798;0.024;0.027;0.000;88.92
2;0.005978;0.016;0.028;0.008;86.70
2;0.004722;0.012;0.026;0.011;86.99
2;0.005361;0.016;0.027;0.008;87.72
2;0.005682;0.024;0.027;0.000;89.75
2;0.005694;0.012;0.026;0.012;92.17
2;0.005946;0.013;0.027;0.012;94.58
2;0.004811;0.023;0.026;0.000;88.62
2;0.004869;0.016;0.026;0.008;87.99
2;0.005158;0.023;0.026;0.001;88.86
2;0.005450;0.024;0.026;0.000;93.10
2;0.004663;0.022;0.025;0.000;88.16
2;0.005449;0.023;0.026;0.000;91.27
2;0.005757;0.026;0.030;0.000;87.65
2;0.005803;0.009;0.028;0.017;92.14
2;0.006129;0.009;0.027;0.017;94.54
2;0.006386;0.026;0.027;0.000;98.40
2;0.005085;0.024;0.026;0.000;91.44
2;0.005035;0.025;0.028;0.000;89.07
2;0.005314;0.024;0.027;0.000;88.47
2;0.005493;0.024;0.026;0.000;92.96
2;0.006245;0.025;0.027;0.000;91.30
2;0.005118;0.015;0.025;0.007;88.53
2;0.005245;0.023;0.027;0.000;85.37
2;0.004713;0.023;0.025;0.000;90.21
2;0.006890;0.025;0.028;0.000;88.44
2;0.004783;0.023;0.025;0.000;91.25
