blockSize;gridSize;elapsedInit;elapsedSort
32;31250;0.000442;0.003741
32;31250;0.000558;0.003868
32;31250;0.000535;0.003824
32;31250;0.000419;0.004297
32;31250;0.000406;0.003735
32;31250;0.000442;0.003743
32;31250;0.000462;0.003911
32;31250;0.000442;0.003849
32;31250;0.000525;0.003649
32;31250;0.000427;0.003804
32;31250;0.000411;0.00374
32;31250;0.000401;0.003815
32;31250;0.00041;0.003743
32;31250;0.000446;0.003881
32;31250;0.000646;0.004016
32;31250;0.000389;0.003723
32;31250;0.000425;0.003836
32;31250;0.000475;0.003782
32;31250;0.000431;0.00377
32;31250;0.000446;0.003643
32;31250;0.000439;0.00384
32;31250;0.00046;0.003762
32;31250;0.000418;0.003796
32;31250;0.000444;0.00374
32;31250;0.000431;0.003734
32;31250;0.000443;0.003791
32;31250;0.000418;0.003744
32;31250;0.000419;0.003668
32;31250;0.00039;0.00392
32;31250;0.000467;0.004015
32;31250;0.00041;0.004511
32;31250;0.00055;0.003793
32;31250;0.000683;0.005239
32;31250;0.000399;0.003743
32;31250;0.000414;0.003831
32;31250;0.000448;0.003727
32;31250;0.000444;0.003865
32;31250;0.000384;0.00389
32;31250;0.000555;0.003786
32;31250;0.000409;0.003743
32;31250;0.000445;0.003763
32;31250;0.000398;0.003823
32;31250;0.000601;0.004254
32;31250;0.000422;0.004056
32;31250;0.000483;0.003814
32;31250;0.000412;0.00375
32;31250;0.000461;0.003877
32;31250;0.000419;0.0038
32;31250;0.000425;0.003732
32;31250;0.000472;0.003779
64;15625;0.000329;0.003608
64;15625;0.00034;0.003547
64;15625;0.000333;0.003541
64;15625;0.00038;0.003643
64;15625;0.000429;0.003538
64;15625;0.000362;0.003562
64;15625;0.00041;0.00346
64;15625;0.000365;0.003606
64;15625;0.000362;0.003506
64;15625;0.000345;0.003435
64;15625;0.000366;0.003434
64;15625;0.000374;0.003527
64;15625;0.000363;0.0036
64;15625;0.000382;0.003462
64;15625;0.000361;0.003366
64;15625;0.000366;0.003518
64;15625;0.000354;0.003598
64;15625;0.000363;0.003522
64;15625;0.000346;0.003794
64;15625;0.000388;0.00373
64;15625;0.000343;0.003487
64;15625;0.000343;0.003724
64;15625;0.0004;0.004049
64;15625;0.00047;0.003619
64;15625;0.000392;0.003595
64;15625;0.000429;0.003613
64;15625;0.000379;0.003473
64;15625;0.000362;0.003926
64;15625;0.000342;0.003522
64;15625;0.000345;0.003396
64;15625;0.000372;0.003394
64;15625;0.00041;0.003561
64;15625;0.000384;0.003486
64;15625;0.000427;0.003562
64;15625;0.000351;0.003592
64;15625;0.000368;0.003452
64;15625;0.000355;0.003497
64;15625;0.000376;0.006701
64;15625;0.000341;0.003433
64;15625;0.000394;0.003428
64;15625;0.000391;0.003341
64;15625;0.000346;0.003805
64;15625;0.000388;0.003463
64;15625;0.000338;0.003456
64;15625;0.000364;0.003419
64;15625;0.000367;0.003626
64;15625;0.000325;0.003555
64;15625;0.000335;0.003394
64;15625;0.00039;0.003516
64;15625;0.000458;0.003565
128;7813;0.00036;0.00336
128;7813;0.000297;0.003464
128;7813;0.000551;0.003513
128;7813;0.000327;0.003364
128;7813;0.000363;0.003361
128;7813;0.000364;0.003397
128;7813;0.000367;0.003448
128;7813;0.00033;0.003405
128;7813;0.000323;0.003335
128;7813;0.000343;0.003394
128;7813;0.000323;0.003291
128;7813;0.000355;0.003406
128;7813;0.000342;0.003377
128;7813;0.000334;0.003501
128;7813;0.000372;0.003363
128;7813;0.000362;0.003399
128;7813;0.000336;0.003424
128;7813;0.000302;0.003412
128;7813;0.000303;0.003487
128;7813;0.000469;0.00347
128;7813;0.000423;0.003415
128;7813;0.000303;0.003412
128;7813;0.000398;0.003594
128;7813;0.000387;0.003453
128;7813;0.000356;0.003569
128;7813;0.000315;0.003442
128;7813;0.000485;0.00366
128;7813;0.000418;0.003453
128;7813;0.000358;0.003426
128;7813;0.000339;0.003478
128;7813;0.000387;0.003966
128;7813;0.000311;0.003582
128;7813;0.000337;0.003424
128;7813;0.000325;0.003378
128;7813;0.000455;0.003505
128;7813;0.000342;0.003997
128;7813;0.000367;0.003522
128;7813;0.000341;0.003465
128;7813;0.000315;0.003423
128;7813;0.000355;0.003332
128;7813;0.000324;0.003372
128;7813;0.000321;0.003704
128;7813;0.000347;0.003421
128;7813;0.000362;0.003446
128;7813;0.000315;0.003758
128;7813;0.000361;0.003478
128;7813;0.000356;0.003429
128;7813;0.000342;0.003602
128;7813;0.000321;0.003458
128;7813;0.000339;0.003559
256;3907;0.000303;0.003427
256;3907;0.000349;0.003475
256;3907;0.000325;0.003593
256;3907;0.000339;0.00356
256;3907;0.000368;0.003341
256;3907;0.000383;0.003434
256;3907;0.000394;0.003449
256;3907;0.000309;0.003415
256;3907;0.00032;0.003502
256;3907;0.000326;0.003386
256;3907;0.000346;0.003309
256;3907;0.00044;0.003755
256;3907;0.00034;0.003272
256;3907;0.000318;0.003442
256;3907;0.000344;0.003466
256;3907;0.000351;0.004166
256;3907;0.000374;0.003662
256;3907;0.000333;0.003569
256;3907;0.000375;0.003386
256;3907;0.000552;0.003413
256;3907;0.000391;0.003515
256;3907;0.000331;0.003436
256;3907;0.000421;0.003591
256;3907;0.00033;0.003351
256;3907;0.000336;0.003424
256;3907;0.000332;0.003327
256;3907;0.000358;0.00328
256;3907;0.000354;0.003552
256;3907;0.000344;0.0033
256;3907;0.000299;0.00342
256;3907;0.000375;0.003503
256;3907;0.000379;0.003523
256;3907;0.00034;0.003439
256;3907;0.0005;0.007019
256;3907;0.000315;0.003437
256;3907;0.000343;0.003464
256;3907;0.000348;0.003368
256;3907;0.000405;0.003459
256;3907;0.000383;0.003367
256;3907;0.00035;0.003633
256;3907;0.000393;0.003469
256;3907;0.000333;0.003422
256;3907;0.00034;0.003487
256;3907;0.000302;0.003541
256;3907;0.000457;0.003467
256;3907;0.000329;0.003661
256;3907;0.000323;0.003454
256;3907;0.000362;0.003369
256;3907;0.000325;0.003464
256;3907;0.000319;0.003646
512;1954;0.000329;0.003602
512;1954;0.000376;0.003572
512;1954;0.00033;0.003451
512;1954;0.000399;0.003746
512;1954;0.000352;0.003475
512;1954;0.000328;0.00345
512;1954;0.000329;0.003646
512;1954;0.000407;0.003416
512;1954;0.000309;0.003442
512;1954;0.000366;0.003586
512;1954;0.000362;0.003424
512;1954;0.000385;0.003336
512;1954;0.000379;0.003615
512;1954;0.000326;0.003502
512;1954;0.000317;0.003463
512;1954;0.00034;0.003491
512;1954;0.000351;0.003437
512;1954;0.000336;0.003421
512;1954;0.000351;0.003403
512;1954;0.000359;0.003468
512;1954;0.000331;0.003538
512;1954;0.000334;0.003415
512;1954;0.000323;0.003424
512;1954;0.000311;0.003442
512;1954;0.000319;0.003539
512;1954;0.000433;0.003497
512;1954;0.000326;0.003486
512;1954;0.000574;0.003514
512;1954;0.000366;0.003444
512;1954;0.000334;0.003498
512;1954;0.000372;0.003481
512;1954;0.000361;0.003426
512;1954;0.000384;0.003383
512;1954;0.000445;0.003507
512;1954;0.00037;0.003378
512;1954;0.000314;0.003532
512;1954;0.000354;0.003363
512;1954;0.000317;0.003536
512;1954;0.00044;0.003404
512;1954;0.000322;0.003593
512;1954;0.000339;0.003552
512;1954;0.000355;0.003622
512;1954;0.000369;0.003437
512;1954;0.000339;0.003424
512;1954;0.000377;0.003803
512;1954;0.000309;0.003468
512;1954;0.000364;0.003403
512;1954;0.000325;0.003536
512;1954;0.000363;0.003387
512;1954;0.000329;0.003332
1024;977;0.000428;0.003585
1024;977;0.00038;0.003461
1024;977;0.000411;0.004112
1024;977;0.000457;0.003611
1024;977;0.000362;0.003788
1024;977;0.000388;0.003967
1024;977;0.000399;0.003604
1024;977;0.000349;0.003561
1024;977;0.00038;0.003488
1024;977;0.000337;0.003612
1024;977;0.000406;0.003701
1024;977;0.000366;0.003614
1024;977;0.000355;0.003686
1024;977;0.00036;0.00343
1024;977;0.000425;0.003518
1024;977;0.000366;0.003549
1024;977;0.000347;0.003387
1024;977;0.000333;0.003433
1024;977;0.000346;0.003584
1024;977;0.000339;0.003578
1024;977;0.000363;0.003444
1024;977;0.00037;0.003445
1024;977;0.000318;0.003495
1024;977;0.000463;0.003561
1024;977;0.000356;0.003458
1024;977;0.000336;0.003481
