blockSize;gridSize;elapsedInit;elapsedSort
32;31250;0.000436;0.003861
32;31250;0.000395;0.003654
32;31250;0.000439;0.003674
32;31250;0.000409;0.003777
32;31250;0.000419;0.003611
32;31250;0.000413;0.003779
32;31250;0.000443;0.003732
32;31250;0.000446;0.007079
32;31250;0.000428;0.003647
32;31250;0.000386;0.003768
32;31250;0.000479;0.003802
32;31250;0.000399;0.003835
32;31250;0.000421;0.003691
32;31250;0.000406;0.003667
32;31250;0.000444;0.00377
32;31250;0.000392;0.003622
32;31250;0.000399;0.003642
32;31250;0.000401;0.003874
32;31250;0.000384;0.003809
32;31250;0.000453;0.003824
32;31250;0.000598;0.003691
32;31250;0.000602;0.003943
32;31250;0.000392;0.003805
32;31250;0.000437;0.004138
32;31250;0.000407;0.003743
32;31250;0.000438;0.004772
32;31250;0.000436;0.003706
32;31250;0.000468;0.003645
32;31250;0.000448;0.00357
32;31250;0.000437;0.003728
32;31250;0.000409;0.003822
32;31250;0.000525;0.003646
32;31250;0.000573;0.003969
32;31250;0.000436;0.003947
32;31250;0.00047;0.003653
32;31250;0.000403;0.003681
32;31250;0.00042;0.003779
32;31250;0.000412;0.00374
32;31250;0.000423;0.003746
32;31250;0.000466;0.003706
32;31250;0.000446;0.00397
32;31250;0.000435;0.0037
32;31250;0.000453;0.003644
32;31250;0.000401;0.003846
32;31250;0.000568;0.003775
32;31250;0.000411;0.003811
32;31250;0.00044;0.003734
32;31250;0.000426;0.00384
32;31250;0.000459;0.003718
32;31250;0.000404;0.003667
64;15625;0.000324;0.003381
64;15625;0.000377;0.00377
64;15625;0.000497;0.004024
64;15625;0.000639;0.003601
64;15625;0.000467;0.003487
64;15625;0.000394;0.003987
64;15625;0.00047;0.003525
64;15625;0.000388;0.003319
64;15625;0.000398;0.003462
64;15625;0.000344;0.003429
64;15625;0.000333;0.00348
64;15625;0.00035;0.003882
64;15625;0.000359;0.003483
64;15625;0.000327;0.003462
64;15625;0.000358;0.003595
64;15625;0.000359;0.00353
64;15625;0.000345;0.003409
64;15625;0.000365;0.003711
64;15625;0.000328;0.003365
64;15625;0.000388;0.003525
64;15625;0.000345;0.003419
64;15625;0.000338;0.003498
64;15625;0.000363;0.003445
64;15625;0.000347;0.003512
64;15625;0.000335;0.003447
64;15625;0.000363;0.0039
64;15625;0.000332;0.003682
64;15625;0.000504;0.003614
64;15625;0.000361;0.003458
64;15625;0.000391;0.003388
64;15625;0.000382;0.00351
64;15625;0.00038;0.003406
64;15625;0.000328;0.00369
