blockSize;gridSize;elapsedInit;elapsedSort
32;312500;0.001689;0.028524
32;312500;0.001754;0.028131
32;312500;0.001771;0.027991
32;312500;0.00168;0.028797
32;312500;0.001732;0.028726
32;312500;0.00166;0.027591
32;312500;0.001664;0.028076
32;312500;0.001681;0.028423
32;312500;0.001815;0.02797
32;312500;0.001743;0.027803
32;312500;0.001715;0.028381
32;312500;0.001668;0.028245
32;312500;0.001742;0.028063
32;312500;0.001752;0.028447
32;312500;0.001842;0.028157
32;312500;0.001723;0.028685
32;312500;0.001698;0.02829
32;312500;0.001749;0.028186
32;312500;0.001728;0.028306
32;312500;0.001674;0.027625
32;312500;0.001697;0.028318
32;312500;0.001727;0.027999
32;312500;0.00168;0.028402
32;312500;0.001716;0.027841
32;312500;0.001696;0.028222
32;312500;0.001704;0.028877
32;312500;0.001673;0.028206
32;312500;0.001689;0.028463
32;312500;0.001705;0.028207
32;312500;0.001699;0.028782
32;312500;0.00165;0.028661
32;312500;0.001785;0.028483
32;312500;0.001692;0.028527
32;312500;0.001663;0.029107
32;312500;0.001685;0.028583
32;312500;0.001698;0.02808
32;312500;0.00198;0.028266
32;312500;0.001719;0.029054
32;312500;0.001724;0.028003
32;312500;0.001707;0.028912
32;312500;0.001729;0.029007
32;312500;0.00164;0.029261
32;312500;0.001661;0.028673
32;312500;0.001725;0.029555
32;312500;0.001762;0.028406
32;312500;0.001681;0.028216
32;312500;0.001732;0.027686
32;312500;0.001658;0.028203
32;312500;0.001688;0.028151
32;312500;0.001681;0.028484
64;156250;0.0013;0.025997
64;156250;0.001034;0.025833
64;156250;0.001019;0.025204
64;156250;0.001104;0.025514
64;156250;0.00104;0.025375
64;156250;0.001062;0.025387
64;156250;0.001111;0.026298
64;156250;0.00115;0.02544
64;156250;0.001031;0.025955
64;156250;0.001104;0.025005
64;156250;0.001074;0.025306
64;156250;0.001024;0.025386
64;156250;0.001025;0.025375
64;156250;0.001045;0.026305
64;156250;0.001048;0.026799
64;156250;0.001134;0.025792
64;156250;0.001086;0.025773
64;156250;0.001113;0.025119
64;156250;0.001104;0.026988
64;156250;0.001012;0.026467
64;156250;0.001046;0.025413
64;156250;0.001036;0.024949
64;156250;0.001042;0.026249
64;156250;0.001097;0.025738
64;156250;0.001081;0.02521
64;156250;0.001026;0.026172
64;156250;0.001022;0.025459
64;156250;0.001033;0.025378
64;156250;0.001074;0.026224
64;156250;0.001034;0.025977
64;156250;0.001061;0.02589
64;156250;0.001046;0.025766
64;156250;0.001058;0.026054
64;156250;0.001026;0.026322
64;156250;0.001031;0.0253
64;156250;0.00114;0.025941
64;156250;0.00104;0.025872
64;156250;0.001016;0.025774
64;156250;0.001031;0.025689
64;156250;0.00108;0.025287
64;156250;0.001031;0.025729
64;156250;0.00103;0.027326
64;156250;0.001233;0.026236
64;156250;0.001058;0.026202
64;156250;0.001064;0.025607
64;156250;0.001048;0.024575
64;156250;0.001044;0.025047
64;156250;0.001062;0.025419
64;156250;0.001044;0.024867
64;156250;0.001128;0.025295
128;78125;0.001016;0.025391
128;78125;0.000937;0.024985
128;78125;0.000909;0.025353
128;78125;0.000986;0.027065
128;78125;0.00087;0.025125
128;78125;0.000899;0.026836
128;78125;0.000872;0.024656
128;78125;0.000891;0.025175
128;78125;0.000879;0.024604
128;78125;0.000876;0.025338
128;78125;0.000894;0.025599
128;78125;0.000874;0.025301
128;78125;0.000913;0.025131
128;78125;0.000891;0.025331
128;78125;0.000907;0.02521
128;78125;0.000892;0.025201
128;78125;0.000889;0.0253
128;78125;0.000938;0.024767
128;78125;0.000881;0.025975
128;78125;0.000907;0.025468
128;78125;0.000955;0.025783
128;78125;0.000869;0.024771
128;78125;0.000876;0.024834
128;78125;0.001308;0.024802
128;78125;0.000895;0.025581
128;78125;0.000903;0.025727
128;78125;0.000866;0.025872
128;78125;0.000871;0.02495
128;78125;0.000944;0.025451
128;78125;0.001149;0.025309
128;78125;0.000931;0.025086
128;78125;0.000863;0.024629
128;78125;0.000866;0.025244
128;78125;0.000919;0.025439
128;78125;0.000933;0.02516
128;78125;0.000899;0.025287
128;78125;0.000938;0.02466
128;78125;0.000929;0.025344
128;78125;0.0009;0.025243
128;78125;0.000878;0.026875
128;78125;0.000909;0.027858
128;78125;0.0009;0.025663
128;78125;0.000889;0.024773
128;78125;0.000884;0.026487
128;78125;0.000904;0.025831
128;78125;0.000901;0.026034
128;78125;0.00114;0.02508
128;78125;0.000879;0.025181
128;78125;0.000878;0.02488
128;78125;0.000915;0.024757
256;39063;0.00104;0.024922
256;39063;0.000887;0.024791
256;39063;0.000887;0.025805
256;39063;0.000885;0.025933
256;39063;0.000973;0.025734
256;39063;0.000906;0.0249
256;39063;0.000885;0.025274
256;39063;0.000892;0.0256
256;39063;0.000908;0.025161
256;39063;0.000895;0.028153
256;39063;0.000913;0.025539
256;39063;0.000914;0.025705
256;39063;0.000885;0.025214
256;39063;0.000926;0.02471
256;39063;0.000923;0.025948
256;39063;0.000881;0.02542
256;39063;0.000878;0.027588
256;39063;0.000917;0.024476
256;39063;0.000919;0.025355
256;39063;0.000875;0.025251
256;39063;0.000955;0.025566
256;39063;0.000851;0.025752
256;39063;0.00113;0.024656
256;39063;0.000901;0.025285
256;39063;0.000903;0.024985
256;39063;0.000889;0.025685
256;39063;0.000899;0.025306
256;39063;0.000874;0.025438
256;39063;0.000965;0.025485
256;39063;0.000874;0.025301
256;39063;0.000872;0.025445
256;39063;0.000847;0.025661
256;39063;0.000887;0.02569
256;39063;0.000886;0.025712
256;39063;0.000891;0.026155
256;39063;0.000926;0.025255
256;39063;0.000928;0.025427
256;39063;0.000879;0.024854
256;39063;0.000908;0.025347
256;39063;0.000897;0.0259
256;39063;0.000884;0.025241
256;39063;0.000893;0.025315
256;39063;0.000898;0.025023
256;39063;0.000859;0.025574
256;39063;0.001028;0.026237
