blockSize;gridSize;elapsedInit;elapsedSort
32;312500;0.001697;0.02682
32;312500;0.001676;0.027597
32;312500;0.001689;0.026866
32;312500;0.001716;0.027116
32;312500;0.001704;0.027115
32;312500;0.001757;0.027101
32;312500;0.001756;0.027613
32;312500;0.001752;0.026766
32;312500;0.001702;0.026719
32;312500;0.001673;0.026679
32;312500;0.001674;0.026976
32;312500;0.0017;0.02705
32;312500;0.001739;0.027024
32;312500;0.001695;0.027593
32;312500;0.00172;0.028491
32;312500;0.001768;0.027098
32;312500;0.001678;0.026466
32;312500;0.001797;0.02689
32;312500;0.001707;0.027034
32;312500;0.001941;0.026994
32;312500;0.001759;0.026848
32;312500;0.001668;0.026754
32;312500;0.001682;0.026841
32;312500;0.001724;0.027442
32;312500;0.001802;0.026643
32;312500;0.001738;0.026857
32;312500;0.001704;0.027151
32;312500;0.001729;0.026455
32;312500;0.001663;0.026819
32;312500;0.001678;0.026739
32;312500;0.001689;0.032396
32;312500;0.001698;0.026486
32;312500;0.001677;0.026843
32;312500;0.001685;0.026718
32;312500;0.001695;0.027054
32;312500;0.001713;0.02733
32;312500;0.001678;0.026913
32;312500;0.001664;0.026686
32;312500;0.001695;0.026764
32;312500;0.001722;0.027163
32;312500;0.001671;0.026681
32;312500;0.001737;0.027054
32;312500;0.001723;0.026881
32;312500;0.001719;0.026564
32;312500;0.001682;0.027072
32;312500;0.001847;0.026813
32;312500;0.001703;0.030895
32;312500;0.001681;0.027274
32;312500;0.001706;0.026814
32;312500;0.001733;0.026581
64;156250;0.001065;0.024786
64;156250;0.001135;0.024056
64;156250;0.001064;0.024308
64;156250;0.001102;0.025873
64;156250;0.00108;0.023947
64;156250;0.001035;0.025185
64;156250;0.001048;0.02422
64;156250;0.001132;0.024409
64;156250;0.001067;0.024203
64;156250;0.001088;0.024535
64;156250;0.001019;0.023939
64;156250;0.001082;0.024202
64;156250;0.001115;0.024104
64;156250;0.001116;0.023815
64;156250;0.001026;0.02455
64;156250;0.001106;0.024004
64;156250;0.001046;0.02395
64;156250;0.001099;0.024854
64;156250;0.001005;0.02416
64;156250;0.001121;0.024243
64;156250;0.0011;0.024348
64;156250;0.00108;0.023901
64;156250;0.001136;0.024203
64;156250;0.001116;0.024591
64;156250;0.001048;0.024471
64;156250;0.001071;0.024645
64;156250;0.001103;0.024119
64;156250;0.001038;0.024119
64;156250;0.00123;0.025595
64;156250;0.001024;0.024281
64;156250;0.001106;0.024473
64;156250;0.001057;0.024224
64;156250;0.001061;0.024434
64;156250;0.001049;0.02428
64;156250;0.001067;0.02603
64;156250;0.001048;0.025276
64;156250;0.001092;0.026648
64;156250;0.001096;0.024311
64;156250;0.001025;0.025205
64;156250;0.001038;0.024236
64;156250;0.001248;0.024763
64;156250;0.001044;0.025073
64;156250;0.001065;0.025052
64;156250;0.001015;0.02478
64;156250;0.00108;0.026319
64;156250;0.001054;0.024922
64;156250;0.001404;0.024188
64;156250;0.001043;0.0244
64;156250;0.001029;0.024226
64;156250;0.001035;0.025353
128;78125;0.00086;0.022901
128;78125;0.000878;0.023479
