blockSize;gridSize;elapsedInit;elapsedSort
32;312500;0.001825;0.02545
32;312500;0.00172;0.024848
32;312500;0.001663;0.025496
32;312500;0.001694;0.025041
32;312500;0.001796;0.025158
32;312500;0.001804;0.024811
32;312500;0.001741;0.025041
32;312500;0.00168;0.02519
32;312500;0.001681;0.025054
32;312500;0.001678;0.025247
32;312500;0.001664;0.024715
32;312500;0.001696;0.024708
32;312500;0.001661;0.024848
32;312500;0.001759;0.026094
32;312500;0.001922;0.024927
32;312500;0.001744;0.024982
32;312500;0.001708;0.024807
32;312500;0.001717;0.025811
32;312500;0.00173;0.02504
32;312500;0.001661;0.02499
32;312500;0.001771;0.025666
32;312500;0.001652;0.024882
32;312500;0.001681;0.024995
32;312500;0.001739;0.02512
32;312500;0.001727;0.024859
32;312500;0.001687;0.024969
32;312500;0.001856;0.024772
32;312500;0.001697;0.024859
32;312500;0.001672;0.025338
32;312500;0.001691;0.025338
32;312500;0.001689;0.025337
32;312500;0.001693;0.02473
32;312500;0.001678;0.024864
32;312500;0.001709;0.02494
32;312500;0.001652;0.025175
32;312500;0.001676;0.025002
32;312500;0.001681;0.024983
32;312500;0.001695;0.025109
32;312500;0.001737;0.025083
32;312500;0.001724;0.027577
32;312500;0.001651;0.024867
32;312500;0.001673;0.02516
32;312500;0.00166;0.024997
32;312500;0.001683;0.025259
32;312500;0.001685;0.025189
32;312500;0.00172;0.024968
32;312500;0.001742;0.0256
32;312500;0.001664;0.025883
32;312500;0.001706;0.024769
32;312500;0.001678;0.024726
64;156250;0.00106;0.024869
64;156250;0.001032;0.02492
64;156250;0.001064;0.024697
64;156250;0.001052;0.025403
64;156250;0.0011;0.024992
64;156250;0.001034;0.024706
64;156250;0.001035;0.024816
64;156250;0.001061;0.025119
64;156250;0.001138;0.025773
64;156250;0.001091;0.02529
64;156250;0.001046;0.024987
64;156250;0.001044;0.02495
64;156250;0.001046;0.024854
64;156250;0.001023;0.026174
64;156250;0.001067;0.024834
64;156250;0.001034;0.024928
64;156250;0.001033;0.024611
64;156250;0.001013;0.024753
64;156250;0.001068;0.024668
64;156250;0.001041;0.024779
64;156250;0.00104;0.02536
64;156250;0.001042;0.025618
64;156250;0.001049;0.027345
64;156250;0.001051;0.025175
64;156250;0.001054;0.02481
64;156250;0.001016;0.025787
64;156250;0.001023;0.025046
64;156250;0.00103;0.025305
64;156250;0.001113;0.025014
64;156250;0.001067;0.025118
64;156250;0.001016;0.024779
64;156250;0.001062;0.025214
64;156250;0.00112;0.024902
64;156250;0.001046;0.025422
64;156250;0.001057;0.026699
64;156250;0.001023;0.026266
64;156250;0.00109;0.026622
64;156250;0.00104;0.024933
64;156250;0.001125;0.025269
64;156250;0.001011;0.025411
64;156250;0.001031;0.025209
64;156250;0.00104;0.02462
64;156250;0.001084;0.024558
64;156250;0.001218;0.025149
64;156250;0.001029;0.024866
64;156250;0.001047;0.025047
64;156250;0.00109;0.024868
64;156250;0.001046;0.025196
64;156250;0.001039;0.025398
64;156250;0.001178;0.025597
128;78125;0.000902;0.024827
128;78125;0.000865;0.032017
128;78125;0.000943;0.025302
128;78125;0.000878;0.025008
128;78125;0.00087;0.025442
128;78125;0.000874;0.026386
128;78125;0.000872;0.024843
128;78125;0.000934;0.025321
128;78125;0.000909;0.024953
128;78125;0.000873;0.02459
128;78125;0.000906;0.026192
128;78125;0.000903;0.024627
128;78125;0.001065;0.025011
128;78125;0.000883;0.025084
128;78125;0.000903;0.025068
128;78125;0.000901;0.025075
128;78125;0.000876;0.024802
128;78125;0.000874;0.026182
128;78125;0.000886;0.024659
128;78125;0.000928;0.024975
128;78125;0.000869;0.028353
128;78125;0.000906;0.024793
128;78125;0.000852;0.025167
128;78125;0.00091;0.025109
128;78125;0.000901;0.025202
128;78125;0.000874;0.026286
128;78125;0.000876;0.024913
128;78125;0.00086;0.024869
128;78125;0.000947;0.025914
128;78125;0.000885;0.024846
128;78125;0.000866;0.025252
128;78125;0.000879;0.024556
128;78125;0.000897;0.024923
128;78125;0.00086;0.024893
128;78125;0.000863;0.025664
128;78125;0.000877;0.025476
128;78125;0.000903;0.025289
128;78125;0.000871;0.026257
128;78125;0.000916;0.025565
128;78125;0.000875;0.025339
128;78125;0.000861;0.025132
128;78125;0.000956;0.025035
128;78125;0.000915;0.024867
128;78125;0.000922;0.025265
128;78125;0.000856;0.024847
128;78125;0.000862;0.025358
128;78125;0.000905;0.024788
128;78125;0.000914;0.025017
128;78125;0.00092;0.024902
128;78125;0.000868;0.025612
256;39063;0.000872;0.024964
256;39063;0.000915;0.025147
256;39063;0.000888;0.025124
256;39063;0.000883;0.025262
256;39063;0.000861;0.024927
256;39063;0.000863;0.025425
256;39063;0.000905;0.024712
256;39063;0.000909;0.025158
