blockSize;gridSize;elapsedInit;elapsedSort
32;3125000;0.014314;0.38343
32;3125000;0.010664;0.409829
32;3125000;0.011718;0.348873
32;3125000;0.010051;0.312828
32;3125000;0.009538;0.301172
32;3125000;0.009601;0.300741
32;3125000;0.009555;0.30123
32;3125000;0.009597;0.302958
32;3125000;0.009492;0.302312
32;3125000;0.009634;0.303237
32;3125000;0.0097;0.302492
32;3125000;0.009743;0.30269
32;3125000;0.009649;0.300404
32;3125000;0.009586;0.301213
32;3125000;0.009553;0.303349
32;3125000;0.009654;0.401747
32;3125000;0.010769;0.327304
32;3125000;0.009966;0.307386
32;3125000;0.009613;0.306488
32;3125000;0.009624;0.302107
32;3125000;0.009589;0.301109
32;3125000;0.009608;0.30022
32;3125000;0.009591;0.304258
32;3125000;0.009582;0.300521
32;3125000;0.009555;0.300818
32;3125000;0.00953;0.301487
32;3125000;0.009557;0.300386
32;3125000;0.009588;0.302929
32;3125000;0.009637;0.301203
32;3125000;0.009599;0.408125
32;3125000;0.01175;0.338481
32;3125000;0.009912;0.306233
32;3125000;0.009617;0.301077
32;3125000;0.00961;0.301907
32;3125000;0.009539;0.303767
32;3125000;0.009642;0.304178
32;3125000;0.00959;0.301157
32;3125000;0.009549;0.301762
32;3125000;0.009501;0.302633
32;3125000;0.009591;0.305219
32;3125000;0.009618;0.303282
32;3125000;0.009545;0.303881
32;3125000;0.009687;0.301505
32;3125000;0.009631;0.373865
32;3125000;0.011242;0.327772
32;3125000;0.009619;0.30137
32;3125000;0.009627;0.302882
32;3125000;0.009667;0.302372
32;3125000;0.00967;0.301317
32;3125000;0.009609;0.310658
64;1562500;0.005393;0.236515
64;1562500;0.005421;0.235374
64;1562500;0.005568;0.235078
64;1562500;0.005523;0.235422
64;1562500;0.005463;0.24731
64;1562500;0.005463;0.243836
64;1562500;0.005432;0.237106
64;1562500;0.005419;0.322701
64;1562500;0.00655;0.27748
64;1562500;0.005964;0.252689
64;1562500;0.005419;0.236451
64;1562500;0.005448;0.23844
