blockSize;gridSize;elapsedInit;elapsedSort
32;3125000;0.014308;0.292991
32;3125000;0.011745;0.295709
32;3125000;0.011798;0.248431
32;3125000;0.009852;0.229663
32;3125000;0.009507;0.218956
32;3125000;0.009434;0.220355
32;3125000;0.009507;0.221391
32;3125000;0.009487;0.221643
32;3125000;0.009535;0.219781
32;3125000;0.00952;0.219502
32;3125000;0.009516;0.225143
32;3125000;0.009456;0.220563
32;3125000;0.009538;0.220302
32;3125000;0.009509;0.219542
32;3125000;0.009558;0.219219
32;3125000;0.009502;0.283444
32;3125000;0.011026;0.247856
32;3125000;0.010542;0.233384
32;3125000;0.009524;0.221014
32;3125000;0.009477;0.218903
32;3125000;0.009468;0.218596
32;3125000;0.009503;0.219649
32;3125000;0.009454;0.222038
32;3125000;0.009445;0.219696
32;3125000;0.009515;0.222051
32;3125000;0.009683;0.21902
32;3125000;0.00947;0.220817
32;3125000;0.010175;0.219722
32;3125000;0.009527;0.218537
32;3125000;0.009563;0.291087
32;3125000;0.011369;0.24931
32;3125000;0.010438;0.233617
32;3125000;0.009514;0.221836
32;3125000;0.009598;0.221966
32;3125000;0.009458;0.224636
32;3125000;0.009527;0.22243
32;3125000;0.009467;0.220192
32;3125000;0.010073;0.219833
32;3125000;0.009493;0.223036
32;3125000;0.009568;0.226508
32;3125000;0.00948;0.222187
32;3125000;0.00953;0.219731
32;3125000;0.009502;0.219365
32;3125000;0.009471;0.306068
32;3125000;0.012126;0.268141
32;3125000;0.011032;0.249254
32;3125000;0.010042;0.227359
32;3125000;0.009505;0.22566
32;3125000;0.009595;0.219453
32;3125000;0.009516;0.220247
64;1562500;0.005371;0.211051
64;1562500;0.005347;0.210044
64;1562500;0.005397;0.217409
64;1562500;0.005311;0.209796
64;1562500;0.005335;0.211147
64;1562500;0.005361;0.210132
64;1562500;0.005349;0.20967
64;1562500;0.005385;0.291843
64;1562500;0.007436;0.258343
64;1562500;0.005954;0.227472
64;1562500;0.005399;0.21958
64;1562500;0.005358;0.210515
64;1562500;0.005337;0.209878
64;1562500;0.005278;0.21126
64;1562500;0.005399;0.209356
64;1562500;0.005514;0.21034
64;1562500;0.005385;0.209426
64;1562500;0.00532;0.209762
64;1562500;0.005353;0.209955
64;1562500;0.005409;0.216248
64;1562500;0.005389;0.211057
64;1562500;0.005431;0.294756
64;1562500;0.007109;0.255471
64;1562500;0.005817;0.237289
64;1562500;0.005473;0.21173
64;1562500;0.005313;0.211695
64;1562500;0.005676;0.21232
64;1562500;0.005503;0.217745
64;1562500;0.005318;0.215293
64;1562500;0.005544;0.21951
64;1562500;0.005374;0.213648
64;1562500;0.005451;0.21155
64;1562500;0.005889;0.213238
64;1562500;0.005354;0.212537
64;1562500;0.00538;0.210886
64;1562500;0.005429;0.278891
64;1562500;0.006401;0.245265
64;1562500;0.005879;0.224588
64;1562500;0.005485;0.215268
64;1562500;0.005395;0.211485
64;1562500;0.005327;0.213482
64;1562500;0.005725;0.209405
64;1562500;0.00538;0.221191
64;1562500;0.005399;0.211594
64;1562500;0.005374;0.213381
64;1562500;0.005457;0.214168
64;1562500;0.00543;0.215498
64;1562500;0.00542;0.211394
64;1562500;0.005365;0.211109
64;1562500;0.005472;0.212675
128;781250;0.004325;0.283206
128;781250;0.005225;0.236942
128;781250;0.004446;0.212626
128;781250;0.004462;0.208623
128;781250;0.004365;0.213286
128;781250;0.00434;0.212629
128;781250;0.004349;0.208608
128;781250;0.004358;0.209514
128;781250;0.004452;0.208839
128;781250;0.004275;0.206352
128;781250;0.004373;0.210636
128;781250;0.004344;0.209166
128;781250;0.004305;0.211704
128;781250;0.004308;0.210557
