nThread;timeInt;user;real;sys;pCPU
1;0.000561;0.008;0.018;0.000;45.29
1;0.000399;0.007;0.015;0.000;46.78
1;0.000397;0.007;0.014;0.000;47.40
1;0.000433;0.007;0.015;0.000;47.79
1;0.000408;0.006;0.014;0.000;42.77
1;0.000577;0.007;0.014;0.000;49.67
1;0.000397;0.007;0.014;0.000;46.96
1;0.000394;0.007;0.016;0.000;46.57
1;0.000407;0.008;0.016;0.000;48.52
1;0.000403;0.008;0.015;0.000;50.81
1;0.000425;0.007;0.015;0.000;45.37
1;0.000395;0.007;0.014;0.000;49.14
1;0.000417;0.007;0.014;0.000;48.01
1;0.000431;0.008;0.016;0.000;49.33
1;0.000396;0.006;0.013;0.000;47.26
1;0.000399;0.001;0.014;0.006;44.48
1;0.000396;0.006;0.014;0.000;45.06
1;0.000432;0.000;0.015;0.007;47.67
1;0.000396;0.001;0.015;0.007;47.50
1;0.000394;0.006;0.014;0.000;42.70
1;0.000434;0.008;0.017;0.000;49.96
1;0.000734;0.001;0.015;0.007;49.79
1;0.000467;0.008;0.016;0.000;50.23
1;0.000539;0.007;0.014;0.000;51.39
1;0.000445;0.007;0.014;0.000;47.93
1;0.000402;0.001;0.016;0.007;45.10
1;0.000670;0.008;0.016;0.001;51.18
1;0.000587;0.008;0.015;0.000;51.54
1;0.000430;0.007;0.014;0.000;46.94
1;0.000397;0.007;0.015;0.000;45.60
1;0.000399;0.007;0.015;0.000;47.70
1;0.000431;0.007;0.015;0.000;48.42
1;0.000507;0.001;0.014;0.007;51.47
1;0.000422;0.001;0.013;0.006;49.82
1;0.000429;0.007;0.015;0.000;48.91
1;0.000405;0.008;0.015;0.000;50.61
1;0.000406;0.007;0.015;0.000;49.48
1;0.000537;0.007;0.014;0.000;49.97
1;0.000395;0.001;0.013;0.005;44.87
1;0.000537;0.008;0.017;0.000;45.40
1;0.000518;0.008;0.016;0.000;49.93
1;0.000642;0.008;0.016;0.000;48.39
1;0.000396;0.007;0.016;0.000;44.60
1;0.000399;0.007;0.015;0.000;45.06
1;0.000401;0.006;0.014;0.000;43.84
1;0.000413;0.008;0.017;0.000;49.74
1;0.000784;0.008;0.015;0.000;48.91
1;0.000418;0.006;0.013;0.000;46.78
1;0.000468;0.001;0.015;0.007;49.26
1;0.000438;0.007;0.015;0.000;47.61
1;0.000424;0.007;0.016;0.000;47.01
1;0.000477;0.001;0.014;0.006;50.39
1;0.000399;0.007;0.014;0.000;48.34
1;0.000404;0.007;0.015;0.000;49.81
1;0.000670;0.001;0.016;0.008;51.76
1;0.000409;0.001;0.017;0.007;46.38
1;0.000395;0.000;0.014;0.007;48.47
1;0.000559;0.007;0.015;0.000;47.81
1;0.000422;0.007;0.015;0.000;45.94
1;0.000404;0.001;0.017;0.007;47.73
1;0.000405;0.004;0.015;0.003;49.43
1;0.000395;0.007;0.014;0.000;46.77
1;0.000395;0.007;0.015;0.000;47.07
1;0.000401;0.007;0.015;0.000;47.77
1;0.000403;0.007;0.014;0.000;51.21
1;0.000374;0.001;0.013;0.006;51.89
1;0.000394;0.006;0.014;0.000;47.32
1;0.000388;0.007;0.016;0.001;46.86
1;0.000481;0.008;0.016;0.000;51.02
1;0.000550;0.008;0.015;0.000;51.66
1;0.000402;0.007;0.015;0.000;48.22
1;0.000419;0.007;0.015;0.000;44.17
1;0.000431;0.001;0.015;0.007;47.26
1;0.000395;0.007;0.014;0.000;47.31
1;0.000396;0.001;0.015;0.007;47.73
1;0.000412;0.001;0.014;0.006;50.72
1;0.000403;0.007;0.015;0.000;49.40
1;0.000583;0.001;0.016;0.008;50.10
1;0.000394;0.006;0.014;0.000;47.12
1;0.000397;0.001;0.016;0.007;49.98
1;0.000444;0.007;0.014;0.000;49.92
1;0.000617;0.008;0.016;0.000;49.79
1;0.000421;0.006;0.014;0.001;47.72
1;0.000417;0.007;0.014;0.000;50.68
1;0.000472;0.007;0.017;0.001;45.23
1;0.000411;0.008;0.016;0.000;48.79
1;0.000436;0.007;0.014;0.000;51.50
1;0.000419;0.007;0.015;0.000;48.74
1;0.000399;0.001;0.014;0.006;47.43
1;0.000397;0.007;0.017;0.000;43.77
1;0.000409;0.001;0.016;0.007;49.61
1;0.000403;0.007;0.015;0.000;49.82
1;0.000523;0.007;0.014;0.000;48.66
1;0.000431;0.007;0.014;0.000;47.85
1;0.000420;0.008;0.016;0.000;47.10
1;0.000403;0.008;0.016;0.000;49.00
1;0.000620;0.004;0.017;0.004;48.24
1;0.000397;0.006;0.013;0.000;45.03
1;0.000422;0.007;0.015;0.000;48.08
1;0.000430;0.008;0.018;0.000;44.54
1;0.000464;0.008;0.016;0.000;48.64
1;0.000444;0.008;0.016;0.000;47.69
1;0.000513;0.001;0.015;0.007;51.12
1;0.000733;0.009;0.016;0.000;54.47
1;0.000449;0.001;0.015;0.006;46.57
1;0.000449;0.007;0.016;0.000;46.91
1;0.000647;0.008;0.017;0.000;43.91
1;0.000426;0.008;0.016;0.000;50.44
1;0.000422;0.008;0.015;0.000;51.00
1;0.000475;0.007;0.015;0.000;48.40
1;0.000421;0.007;0.016;0.000;44.55
1;0.000418;0.007;0.015;0.000;46.28
1;0.000456;0.008;0.017;0.000;47.90
1;0.000440;0.001;0.017;0.007;45.22
1;0.000396;0.001;0.015;0.007;47.89
1;0.000527;0.005;0.016;0.004;54.25
1;0.000395;0.006;0.014;0.000;45.74
1;0.000399;0.007;0.015;0.000;45.63
1;0.000431;0.008;0.017;0.000;45.32
1;0.000399;0.007;0.015;0.000;48.05
1;0.000406;0.001;0.015;0.007;49.88
1;0.000400;0.006;0.014;0.000;47.95
1;0.000417;0.006;0.014;0.001;47.15
1;0.000541;0.001;0.018;0.008;48.44
1;0.000419;0.001;0.016;0.007;47.02
1;0.000423;0.001;0.016;0.007;48.58
1;0.000418;0.007;0.016;0.000;45.30
1;0.000496;0.000;0.015;0.007;48.91
1;0.000417;0.006;0.016;0.001;43.51
1;0.000423;0.007;0.015;0.000;46.78
1;0.000418;0.009;0.018;0.000;48.19
1;0.000417;0.000;0.017;0.008;46.89
1;0.000420;0.008;0.017;0.000;49.52
1;0.000456;0.008;0.016;0.000;47.78
1;0.000484;0.007;0.015;0.000;49.66
1;0.000419;0.007;0.017;0.000;40.77
1;0.000420;0.007;0.016;0.000;43.86
1;0.000395;0.001;0.016;0.007;50.96
1;0.000483;0.006;0.014;0.000;45.51
1;0.000412;0.007;0.014;0.000;49.85
1;0.000397;0.003;0.013;0.003;47.14
1;0.000415;0.001;0.014;0.006;49.54
1;0.000592;0.008;0.017;0.000;49.20
1;0.000414;0.007;0.015;0.001;47.01
1;0.000478;0.008;0.015;0.000;52.04
1;0.000393;0.007;0.014;0.000;48.63
1;0.000434;0.007;0.014;0.000;48.18
1;0.000470;0.008;0.017;0.000;47.94
1;0.000406;0.007;0.015;0.000;48.36
1;0.000419;0.005;0.013;0.001;45.35
1;0.000392;0.006;0.014;0.000;45.99
1;0.000380;0.001;0.014;0.006;48.88
1;0.000619;0.008;0.015;0.000;49.19
1;0.000407;0.006;0.013;0.000;48.51
1;0.000405;0.007;0.015;0.000;49.02
1;0.000394;0.005;0.017;0.004;51.04
1;0.000372;0.006;0.012;0.000;51.39
1;0.000432;0.006;0.014;0.000;45.48
1;0.000474;0.007;0.016;0.000;45.06
1;0.000665;0.008;0.015;0.000;53.44
1;0.000404;0.006;0.013;0.000;49.22
1;0.000384;0.001;0.014;0.006;48.21
1;0.000407;0.007;0.014;0.000;48.10
1;0.000412;0.007;0.014;0.000;50.99
1;0.000379;0.006;0.013;0.000;48.44
1;0.000373;0.006;0.013;0.000;47.72
1;0.000384;0.007;0.015;0.001;48.66
1;0.000381;0.007;0.014;0.000;50.62
1;0.000375;0.006;0.016;0.000;40.91
1;0.000374;0.006;0.014;0.000;44.16
1;0.000729;0.008;0.015;0.000;50.90
1;0.000406;0.001;0.012;0.006;51.20
1;0.000400;0.006;0.013;0.000;50.52
1;0.000404;0.006;0.014;0.000;43.60
1;0.000365;0.001;0.014;0.006;46.69
1;0.000359;0.006;0.013;0.000;48.60
1;0.000375;0.007;0.014;0.000;49.31
1;0.000418;0.006;0.013;0.000;48.61
1;0.000353;0.006;0.012;0.000;48.86
1;0.000356;0.003;0.014;0.004;50.42
1;0.000900;0.004;0.016;0.004;50.48
1;0.000494;0.007;0.015;0.000;48.69
1;0.000619;0.007;0.013;0.000;51.65
1;0.000399;0.001;0.012;0.005;45.10
1;0.000571;0.008;0.017;0.000;49.14
1;0.000504;0.001;0.016;0.007;48.44
1;0.000630;0.009;0.016;0.000;52.29
1;0.000419;0.001;0.016;0.008;52.74
1;0.000685;0.008;0.016;0.000;47.39
1;0.000407;0.001;0.015;0.007;48.80
1;0.000418;0.001;0.017;0.008;48.40
1;0.000402;0.001;0.017;0.008;49.47
1;0.000395;0.008;0.015;0.000;48.93
1;0.000404;0.007;0.015;0.000;47.69
1;0.000416;0.001;0.016;0.007;46.85
1;0.000428;0.008;0.017;0.000;45.57
1;0.000421;0.007;0.015;0.000;47.48
1;0.000455;0.007;0.016;0.000;42.07
1;0.000488;0.000;0.016;0.008;46.30
1;0.000437;0.008;0.015;0.000;52.26
