nThread;timeInt;user;real;sys;pCPU
16;0.006816;0.012;0.029;0.023;118.05
16;0.004262;0.030;0.026;0.000;114.92
16;0.004607;0.015;0.026;0.015;113.53
16;0.004515;0.016;0.027;0.015;112.03
16;0.004894;0.016;0.026;0.015;120.22
16;0.004285;0.015;0.024;0.015;122.21
16;0.004733;0.012;0.025;0.018;123.62
16;0.004664;0.030;0.027;0.000;111.11
16;0.004348;0.029;0.025;0.000;119.55
16;0.004501;0.029;0.025;0.000;117.16
16;0.004963;0.034;0.026;0.000;129.97
16;0.005009;0.033;0.026;0.000;127.78
16;0.004816;0.031;0.025;0.000;123.16
16;0.005451;0.016;0.025;0.015;126.16
16;0.004827;0.031;0.025;0.000;122.13
16;0.004724;0.015;0.026;0.015;116.27
16;0.004433;0.030;0.026;0.000;114.14
16;0.004487;0.030;0.025;0.000;120.57
16;0.004237;0.030;0.025;0.000;119.74
16;0.004342;0.020;0.026;0.010;112.87
16;0.004786;0.016;0.026;0.016;122.39
16;0.004972;0.015;0.025;0.015;121.19
16;0.005006;0.022;0.025;0.011;134.73
16;0.004747;0.032;0.026;0.000;119.95
16;0.004401;0.006;0.024;0.023;119.60
16;0.004429;0.025;0.027;0.005;112.43
16;0.004777;0.029;0.024;0.000;122.55
16;0.005887;0.017;0.030;0.017;114.95
16;0.004893;0.015;0.025;0.015;120.04
16;0.004720;0.030;0.024;0.000;123.58
16;0.004356;0.019;0.024;0.010;119.98
16;0.005047;0.000;0.027;0.031;116.02
16;0.004502;0.000;0.027;0.030;111.15
16;0.004696;0.031;0.027;0.000;115.82
16;0.004441;0.015;0.025;0.015;116.91
16;0.004721;0.031;0.026;0.000;115.88
16;0.004477;0.029;0.025;0.000;116.01
16;0.007735;0.038;0.028;0.000;137.74
16;0.005243;0.000;0.026;0.030;115.80
16;0.004418;0.015;0.026;0.015;114.16
16;0.004530;0.030;0.027;0.000;114.02
16;0.004557;0.031;0.026;0.000;117.72
16;0.004642;0.015;0.025;0.015;120.71
16;0.005130;0.031;0.026;0.000;118.19
16;0.005265;0.031;0.026;0.000;115.84
16;0.004558;0.031;0.025;0.000;121.92
16;0.004445;0.030;0.026;0.000;113.75
16;0.004624;0.031;0.028;0.000;111.27
16;0.004491;0.031;0.026;0.000;116.69
16;0.004292;0.030;0.025;0.000;117.39
16;0.004925;0.016;0.026;0.016;123.61
16;0.005583;0.016;0.027;0.016;121.00
16;0.004799;0.032;0.025;0.000;125.99
16;0.005092;0.031;0.025;0.000;120.48
16;0.004655;0.031;0.027;0.000;115.87
