blockSize;gridSize;elapsedInit;elapsedSort
32;31250;0.000395;0.005247
32;31250;0.000438;0.00519
32;31250;0.000443;0.005068
32;31250;0.000405;0.005042
32;31250;0.000466;0.005234
32;31250;0.000457;0.005068
32;31250;0.0004;0.004987
32;31250;0.000403;0.005161
32;31250;0.000418;0.005074
32;31250;0.000394;0.005207
32;31250;0.000458;0.005177
32;31250;0.000442;0.005181
32;31250;0.000385;0.005164
32;31250;0.000409;0.005168
32;31250;0.000433;0.005182
32;31250;0.000421;0.005235
32;31250;0.000492;0.005027
32;31250;0.000401;0.00517
32;31250;0.000428;0.005171
32;31250;0.000449;0.00508
32;31250;0.000405;0.005031
32;31250;0.000428;0.005084
32;31250;0.000419;0.005113
32;31250;0.000415;0.005055
32;31250;0.000405;0.005041
32;31250;0.000464;0.005104
32;31250;0.000408;0.005028
32;31250;0.000516;0.005195
32;31250;0.000425;0.005262
32;31250;0.000454;0.005636
32;31250;0.000423;0.005832
32;31250;0.000474;0.005791
32;31250;0.000427;0.005494
32;31250;0.000425;0.005261
32;31250;0.000411;0.005203
32;31250;0.000389;0.005219
32;31250;0.000411;0.005336
32;31250;0.000435;0.005075
32;31250;0.000451;0.00505
32;31250;0.000423;0.005117
32;31250;0.000418;0.005145
32;31250;0.00042;0.005211
32;31250;0.000429;0.00534
32;31250;0.00042;0.005131
32;31250;0.000435;0.005131
32;31250;0.0004;0.005112
32;31250;0.000406;0.005137
32;31250;0.000401;0.005016
32;31250;0.000462;0.005237
32;31250;0.000403;0.00506
64;15625;0.000349;0.005134
64;15625;0.000383;0.004076
64;15625;0.000347;0.004345
64;15625;0.0004;0.004033
64;15625;0.00034;0.004066
64;15625;0.000335;0.003892
64;15625;0.000362;0.003965
64;15625;0.000341;0.004097
64;15625;0.0004;0.004006
64;15625;0.000363;0.004
64;15625;0.00037;0.003961
64;15625;0.000379;0.003981
64;15625;0.000362;0.004168
64;15625;0.000588;0.004528
64;15625;0.000352;0.003969
64;15625;0.000348;0.003916
64;15625;0.000353;0.003944
64;15625;0.000422;0.004086
64;15625;0.000374;0.004353
64;15625;0.000334;0.004081
64;15625;0.000363;0.004078
64;15625;0.000362;0.004005
64;15625;0.000336;0.003994
64;15625;0.00035;0.004007
64;15625;0.001366;0.004677
64;15625;0.000383;0.004033
64;15625;0.000362;0.004004
64;15625;0.000395;0.004054
64;15625;0.000402;0.004244
64;15625;0.000383;0.003971
64;15625;0.000357;0.00395
64;15625;0.000388;0.003927
64;15625;0.000368;0.004152
64;15625;0.000354;0.004098
64;15625;0.000344;0.003997
64;15625;0.000387;0.004138
64;15625;0.000353;0.003923
64;15625;0.000338;0.004067
64;15625;0.00033;0.004177
64;15625;0.000421;0.003953
64;15625;0.00037;0.004001
64;15625;0.000396;0.004074
64;15625;0.000336;0.003929
64;15625;0.00037;0.004363
64;15625;0.000351;0.003872
64;15625;0.000362;0.004015
64;15625;0.000402;0.003939
64;15625;0.000439;0.004014
64;15625;0.000365;0.003991
64;15625;0.000368;0.003982
128;7813;0.000334;0.003729
128;7813;0.000368;0.003668
128;7813;0.000334;0.003724
128;7813;0.000544;0.003708
128;7813;0.000323;0.00401
128;7813;0.000341;0.003706
128;7813;0.000368;0.003661
128;7813;0.000451;0.003873
128;7813;0.000316;0.003639
128;7813;0.000353;0.003709
128;7813;0.000423;0.003657
128;7813;0.000328;0.003628
128;7813;0.000327;0.003683
128;7813;0.000331;0.003849
128;7813;0.00035;0.003753
128;7813;0.000351;0.00387
128;7813;0.000364;0.009962
128;7813;0.000407;0.003822
128;7813;0.000332;0.003577
128;7813;0.000329;0.003731
128;7813;0.000344;0.003658
128;7813;0.000317;0.003652
128;7813;0.000327;0.003614
128;7813;0.000338;0.003711
128;7813;0.000379;0.003726
128;7813;0.000319;0.003744
128;7813;0.000317;0.003626
128;7813;0.000329;0.003693
128;7813;0.000352;0.003803
128;7813;0.000353;0.003793
128;7813;0.000307;0.003764
128;7813;0.000347;0.00374
128;7813;0.000332;0.003772
128;7813;0.000415;0.003794
128;7813;0.000438;0.003785
128;7813;0.000349;0.00429
128;7813;0.000331;0.003788
128;7813;0.000417;0.00383
128;7813;0.000346;0.003753
128;7813;0.000354;0.003785
128;7813;0.000321;0.004419
128;7813;0.000375;0.003686
128;7813;0.000334;0.003766
128;7813;0.00032;0.003767
128;7813;0.000336;0.00372
128;7813;0.00034;0.003682
128;7813;0.000352;0.003695
128;7813;0.00035;0.004333
128;7813;0.000336;0.003644
128;7813;0.000353;0.003628
256;3907;0.000309;0.003726
256;3907;0.000329;0.003786
256;3907;0.000358;0.003574
256;3907;0.000311;0.003647
256;3907;0.000346;0.00357
256;3907;0.000359;0.0036
256;3907;0.000375;0.003603
256;3907;0.000355;0.003589
256;3907;0.000315;0.003584
256;3907;0.000336;0.003648
256;3907;0.000351;0.003644
256;3907;0.000351;0.003866
256;3907;0.000307;0.00361
256;3907;0.000368;0.003768
256;3907;0.000322;0.003654
256;3907;0.000323;0.00379
256;3907;0.000305;0.003727
256;3907;0.00038;0.003728
256;3907;0.000342;0.003555
256;3907;0.000311;0.003708
256;3907;0.000373;0.003756
256;3907;0.000324;0.003645
256;3907;0.000371;0.003589
256;3907;0.000475;0.003661
256;3907;0.000347;0.003624
256;3907;0.000391;0.003728
256;3907;0.00035;0.003654
256;3907;0.00042;0.00365
256;3907;0.000331;0.003565
256;3907;0.000338;0.003559
256;3907;0.000322;0.003612
256;3907;0.000364;0.003634
256;3907;0.000345;0.003614
256;3907;0.000329;0.003551
256;3907;0.000329;0.003547
256;3907;0.000408;0.00365
256;3907;0.000362;0.003658
256;3907;0.0004;0.003646
256;3907;0.00033;0.003762
256;3907;0.000347;0.003617
256;3907;0.000338;0.003659
