nThread;timeInt;user;real;sys;pCPU
1;0.001646;0.005;0.011;0.000;46.22
1;0.001527;0.005;0.010;0.000;52.73
1;0.001740;0.004;0.010;0.000;51.04
1;0.001516;0.005;0.011;0.000;46.81
1;0.001515;0.004;0.009;0.000;52.17
1;0.001573;0.005;0.009;0.000;50.98
1;0.001506;0.000;0.009;0.004;53.81
1;0.001545;0.005;0.010;0.000;50.31
1;0.001522;0.000;0.009;0.004;52.08
1;0.001525;0.005;0.009;0.000;51.73
1;0.001507;0.004;0.009;0.000;50.56
1;0.001558;0.005;0.009;0.000;51.51
1;0.001540;0.005;0.010;0.000;47.16
1;0.001531;0.005;0.010;0.000;52.48
1;0.001522;0.005;0.009;0.000;51.18
1;0.001657;0.005;0.009;0.000;51.05
1;0.001510;0.004;0.009;0.000;50.58
1;0.001614;0.004;0.010;0.000;49.30
1;0.001528;0.005;0.009;0.000;49.10
1;0.001514;0.000;0.010;0.005;51.62
1;0.001606;0.005;0.009;0.000;52.76
1;0.002031;0.006;0.012;0.000;53.14
1;0.001521;0.005;0.009;0.000;49.07
1;0.001659;0.005;0.011;0.000;47.90
1;0.001774;0.005;0.010;0.000;49.46
1;0.001732;0.005;0.011;0.000;49.47
1;0.001507;0.005;0.009;0.000;49.42
1;0.001669;0.006;0.011;0.000;52.35
1;0.001545;0.005;0.010;0.000;50.49
1;0.001574;0.005;0.010;0.000;50.16
1;0.001527;0.005;0.010;0.000;49.60
1;0.001507;0.004;0.009;0.000;46.50
1;0.001589;0.005;0.011;0.000;46.28
1;0.001528;0.000;0.010;0.005;49.72
1;0.001754;0.005;0.011;0.000;51.96
1;0.001504;0.005;0.010;0.000;47.43
1;0.001476;0.005;0.011;0.000;45.72
1;0.001462;0.000;0.009;0.004;48.70
1;0.001468;0.005;0.013;0.000;36.18
1;0.001457;0.005;0.009;0.000;49.34
1;0.001505;0.005;0.011;0.000;41.95
1;0.001464;0.004;0.009;0.000;50.15
1;0.001614;0.006;0.012;0.000;47.33
1;0.001704;0.005;0.010;0.000;53.08
1;0.001510;0.000;0.011;0.005;49.77
1;0.001497;0.005;0.009;0.000;51.64
1;0.001517;0.004;0.009;0.000;45.23
1;0.001492;0.004;0.009;0.000;50.63
1;0.001485;0.005;0.011;0.000;45.58
1;0.001494;0.000;0.010;0.004;46.50
